UDI,Asset ID,Asset Name,Make / Model,Equipment Class,Criticality Tier,Location,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
162,PMP-01,Pit Dewatering Pump,Grundfos S-series,Fixed - water mgmt,L,Open Pit - Stage 3,L47341,L,298.3,308.1,1412,52.3,218,1,0,0,0,1,0
163,SV-01,Service / Lube Truck,Isuzu FVZ service body,Mobile - field maint.,L,Haul Road Network,L47342,L,298.3,308.1,1586,35.5,0,0,0,0,0,0,0
164,LD-02,Wheel Loader,Komatsu WA600-8,Mobile - loading,M,ROM Pad,M15023,M,298.4,308.2,1468,43.8,2,0,0,0,0,0,0
165,EX-02,Hydraulic Excavator,Hitachi EX1900-6,Mobile - loading,M,Open Pit - Stage 3,M15024,M,298.5,308.3,1440,43.6,5,0,0,0,0,0,0
166,LV-04,Light Vehicle,Toyota LandCruiser 79,Mobile - light vehicle,L,Maintenance Workshop,L47345,L,298.5,308.4,1733,26.0,8,0,0,0,0,0,0
167,ML-01,Ball Mill,Outotec 7.3m,Fixed plant - grinding,H,Grinding / CIL Circuit,H29580,H,298.4,308.2,1612,32.6,10,0,0,0,0,0,0
168,SC-01,Secondary Cone Crusher,Sandvik CH870i,Fixed plant - crushing,H,Primary Crushing Circuit,H29581,H,298.4,308.3,1458,42.9,15,0,0,0,0,0,0
169,PMP-03,Tailings Transfer Pump,Warman AH-series,Fixed - water mgmt,L,Tailings Storage Facility,L47348,L,298.4,308.3,1433,62.3,20,1,0,0,1,0,0
170,FD-01,Apron Feeder,Metso apron feeder,Fixed plant - feed,L,Primary Crushing Circuit,L47349,L,298.4,308.3,1318,59.1,22,0,0,0,0,0,0
171,EX-01,Hydraulic Excavator,Komatsu PC2000-11,Mobile - loading,M,Open Pit - Stage 3,M15030,M,298.4,308.2,1610,35.0,24,0,0,0,0,0,0
172,GEN-04,Standby Generator,Cummins C700 D5,Fixed - power,L,Tailings Storage Facility,L47351,L,298.2,308.1,1462,50.8,27,0,0,0,0,0,0
173,EX-03,Hydraulic Excavator,Liebherr R 9200,Mobile - loading,M,Open Pit - Stage 2,M15032,M,298.1,308.0,1924,20.8,29,0,0,0,0,0,0
174,HT-03,Rigid Dump Truck,Caterpillar 793F,Mobile - hauling,M,Open Pit - Stage 3,M15033,M,298.2,308.0,1591,33.7,32,0,0,0,0,0,0
175,DZ-02,Wheel Dozer,Komatsu WD600-6,Mobile - earthmoving,L,ROM Pad,L47354,L,298.2,308.1,1306,58.3,35,0,0,0,0,0,0
176,LV-05,Light Vehicle,Toyota HiLux,Mobile - light vehicle,L,Haul Road Network,L47355,L,298.2,308.1,1382,43.5,37,0,0,0,0,0,0
177,SV-01,Service / Lube Truck,Isuzu FVZ service body,Mobile - field maint.,L,Haul Road Network,L47356,L,298.2,308.1,1618,34.7,39,0,0,0,0,0,0
178,SV-02,Service / Lube Truck,Isuzu FVZ service body,Mobile - field maint.,L,Maintenance Workshop,L47357,L,298.2,308.2,1988,21.4,41,0,0,0,0,0,0
179,FD-02,Belt Feeder,Metso belt feeder,Fixed plant - feed,L,ROM Pad,L47358,L,298.2,308.2,1436,50.2,43,0,0,0,0,0,0
180,WC-02,Water Cart,Caterpillar 777 (74 kL),Mobile - dust supp.,L,Haul Road Network,L47359,L,298.2,308.3,1304,49.8,45,0,0,0,0,0,0
181,LV-03,Light Vehicle,Toyota LandCruiser 79,Mobile - light vehicle,L,ROM Pad,L47360,L,298.2,308.3,1475,49.9,47,0,0,0,0,0,0
182,SC-01,Secondary Cone Crusher,Sandvik CH870i,Fixed plant - crushing,H,Primary Crushing Circuit,H29595,H,298.2,308.3,1824,24.2,49,0,0,0,0,0,0
183,LD-02,Wheel Loader,Komatsu WA600-8,Mobile - loading,M,ROM Pad,M15042,M,298.1,308.2,1342,48.1,54,0,0,0,0,0,0
184,WC-02,Water Cart,Caterpillar 777 (74 kL),Mobile - dust supp.,L,Haul Road Network,L47363,L,298.1,308.2,1485,40.7,57,0,0,0,0,0,0
185,PMP-03,Tailings Transfer Pump,Warman AH-series,Fixed - water mgmt,L,Tailings Storage Facility,L47364,L,298.2,308.2,1667,30.6,59,0,0,0,0,0,0
186,LV-02,Light Vehicle,Toyota LandCruiser 79,Mobile - light vehicle,L,Open Pit - Stage 2,L47365,L,298.2,308.2,1446,38.2,61,0,0,0,0,0,0
187,PMP-01,Pit Dewatering Pump,Grundfos S-series,Fixed - water mgmt,L,Open Pit - Stage 3,L47366,L,298.1,308.3,1301,56.0,63,0,0,0,0,0,0
188,WC-04,Water Cart,Caterpillar 773 (55 kL),Mobile - dust supp.,L,Open Pit - Stage 2,L47367,L,298.2,308.4,1379,43.1,65,0,0,0,0,0,0
189,PMP-04,Process Water Pump,Warman AH-series,Fixed - water mgmt,L,Grinding / CIL Circuit,L47368,L,298.3,308.5,1606,33.6,67,0,0,0,0,0,0
190,EX-02,Hydraulic Excavator,Hitachi EX1900-6,Mobile - loading,M,Open Pit - Stage 3,M15049,M,298.3,308.4,1539,43.4,69,0,0,0,0,0,0
191,SV-01,Service / Lube Truck,Isuzu FVZ service body,Mobile - field maint.,L,Haul Road Network,L47370,L,298.2,308.4,1477,49.9,72,0,0,0,0,0,0
192,GR-01,Motor Grader,Caterpillar 16M3,Mobile - road maint.,L,Haul Road Network,L47371,L,298.2,308.4,1666,34.6,74,0,0,0,0,0,0
193,PC-01,Primary Jaw Crusher,Metso Nordberg C160,Fixed plant - crushing,H,Primary Crushing Circuit,H29606,H,298.2,308.4,1398,51.8,76,0,0,0,0,0,0
194,SC-01,Secondary Cone Crusher,Sandvik CH870i,Fixed plant - crushing,H,Primary Crushing Circuit,H29607,H,298.2,308.4,1678,34.6,81,0,0,0,0,0,0
195,EX-01,Hydraulic Excavator,Komatsu PC2000-11,Mobile - loading,M,Open Pit - Stage 3,M15054,M,298.2,308.5,2678,10.7,86,1,0,0,1,0,0
196,SV-02,Service / Lube Truck,Isuzu FVZ service body,Mobile - field maint.,L,Maintenance Workshop,L47375,L,298.3,308.5,1453,42.9,89,0,0,0,0,0,0
197,SC-01,Secondary Cone Crusher,Sandvik CH870i,Fixed plant - crushing,H,Primary Crushing Circuit,H29610,H,298.3,308.6,1432,49.5,91,0,0,0,0,0,0
198,DR-03,Down-the-Hole Drill,Epiroc SmartROC D65,Mobile - drilling,M,Open Pit - Stage 2,M15057,M,298.4,308.6,1527,40.9,96,0,0,0,0,0,0
199,GR-01,Motor Grader,Caterpillar 16M3,Mobile - road maint.,L,Haul Road Network,L47378,L,298.4,308.7,1588,35.0,99,0,0,0,0,0,0
200,LV-03,Light Vehicle,Toyota LandCruiser 79,Mobile - light vehicle,L,ROM Pad,L47379,L,298.4,308.6,1433,47.1,101,0,0,0,0,0,0
201,FD-02,Belt Feeder,Metso belt feeder,Fixed plant - feed,L,ROM Pad,L47380,L,298.4,308.6,1609,35.0,103,0,0,0,0,0,0
202,LV-03,Light Vehicle,Toyota LandCruiser 79,Mobile - light vehicle,L,ROM Pad,L47381,L,298.3,308.5,1575,41.2,105,0,0,0,0,0,0
203,HT-03,Rigid Dump Truck,Caterpillar 793F,Mobile - hauling,M,Open Pit - Stage 3,M15062,M,298.4,308.5,1636,35.7,107,0,0,0,0,0,0
204,PMP-02,Pit Dewatering Pump,Grundfos S-series,Fixed - water mgmt,L,Open Pit - Stage 2,L47383,L,298.4,308.5,1490,37.9,110,0,0,0,0,0,0
205,LV-02,Light Vehicle,Toyota LandCruiser 79,Mobile - light vehicle,L,Open Pit - Stage 2,L47384,L,298.4,308.5,1741,32.8,112,0,0,0,0,0,0
206,HT-06,Rigid Dump Truck,Komatsu HD785-8,Mobile - hauling,M,ROM Pad,M15065,M,298.5,308.6,1344,53.0,114,0,0,0,0,0,0
207,WC-04,Water Cart,Caterpillar 773 (55 kL),Mobile - dust supp.,L,Open Pit - Stage 2,L47386,L,298.5,308.7,1609,35.3,117,0,0,0,0,0,0
208,EX-03,Hydraulic Excavator,Liebherr R 9200,Mobile - loading,M,Open Pit - Stage 2,M15067,M,298.4,308.7,1421,60.7,119,1,0,0,1,0,0
209,CMP-02,Workshop Air Compressor,Atlas Copco GA75,Fixed - support,L,Maintenance Workshop,L47388,L,298.4,308.6,1591,36.7,122,0,0,0,0,0,0
210,GR-01,Motor Grader,Caterpillar 16M3,Mobile - road maint.,L,Haul Road Network,L47389,L,298.4,308.6,1477,44.0,124,0,0,0,0,0,0
211,LV-04,Light Vehicle,Toyota LandCruiser 79,Mobile - light vehicle,L,Maintenance Workshop,L47390,L,298.4,308.7,1523,36.1,126,0,0,0,0,0,0
212,DZ-02,Wheel Dozer,Komatsu WD600-6,Mobile - earthmoving,L,ROM Pad,L47391,L,298.5,308.7,1575,33.9,128,0,0,0,0,0,0
213,SC-01,Secondary Cone Crusher,Sandvik CH870i,Fixed plant - crushing,H,Primary Crushing Circuit,H29626,H,298.4,308.7,1344,52.9,130,0,0,0,0,0,0
214,GR-01,Motor Grader,Caterpillar 16M3,Mobile - road maint.,L,Haul Road Network,L47393,L,298.4,308.7,1386,44.9,135,0,0,0,0,0,0
215,EX-02,Hydraulic Excavator,Hitachi EX1900-6,Mobile - loading,M,Open Pit - Stage 3,M15074,M,298.3,308.6,1589,37.1,137,0,0,0,0,0,0
216,PMP-01,Pit Dewatering Pump,Grundfos S-series,Fixed - water mgmt,L,Open Pit - Stage 3,L47395,L,298.3,308.6,1548,40.3,140,0,0,0,0,0,0
217,CMP-03,Plant Air Compressor,Atlas Copco GA160,Fixed - support,L,Grinding / CIL Circuit,L47396,L,298.3,308.6,1499,38.3,142,0,0,0,0,0,0
218,PMP-02,Pit Dewatering Pump,Grundfos S-series,Fixed - water mgmt,L,Open Pit - Stage 2,L47397,L,298.3,308.5,1664,31.6,144,0,0,0,0,0,0
219,CMP-03,Plant Air Compressor,Atlas Copco GA160,Fixed - support,L,Grinding / CIL Circuit,L47398,L,298.3,308.6,1447,38.1,146,0,0,0,0,0,0
220,EX-03,Hydraulic Excavator,Liebherr R 9200,Mobile - loading,M,Open Pit - Stage 2,M15079,M,298.3,308.5,1434,46.2,148,0,0,0,0,0,0
221,FD-01,Apron Feeder,Metso apron feeder,Fixed plant - feed,L,Primary Crushing Circuit,L47400,L,298.3,308.5,1416,52.7,151,0,0,0,0,0,0
222,ML-01,Ball Mill,Outotec 7.3m,Fixed plant - grinding,H,Grinding / CIL Circuit,H29635,H,298.4,308.5,1827,24.3,153,0,0,0,0,0,0
223,WC-03,Water Cart,Caterpillar 773 (55 kL),Mobile - dust supp.,L,Open Pit - Stage 3,L47402,L,298.4,308.6,1304,45.0,158,0,0,0,0,0,0
224,LV-06,Light Vehicle,Toyota HiLux,Mobile - light vehicle,L,Tailings Storage Facility,L47403,L,298.4,308.6,1569,34.4,160,0,0,0,0,0,0
225,LV-04,Light Vehicle,Toyota LandCruiser 79,Mobile - light vehicle,L,Maintenance Workshop,L47404,L,298.3,308.6,1584,29.3,162,0,0,0,0,0,0
226,GEN-04,Standby Generator,Cummins C700 D5,Fixed - power,L,Tailings Storage Facility,L47405,L,298.3,308.5,1362,53.8,164,0,0,0,0,0,0
227,FD-01,Apron Feeder,Metso apron feeder,Fixed plant - feed,L,Primary Crushing Circuit,L47406,L,298.3,308.4,1329,49.2,166,0,0,0,0,0,0
228,WC-03,Water Cart,Caterpillar 773 (55 kL),Mobile - dust supp.,L,Open Pit - Stage 3,L47407,L,298.3,308.5,1539,36.1,168,0,0,0,0,0,0
229,HT-05,Rigid Dump Truck,Komatsu HD785-8,Mobile - hauling,M,Open Pit - Stage 2,M15088,M,298.3,308.5,1629,37.1,170,0,0,0,0,0,0
230,LV-01,Light Vehicle,Toyota LandCruiser 79,Mobile - light vehicle,L,Open Pit - Stage 3,L47409,L,298.3,308.5,1538,32.2,173,0,0,0,0,0,0
231,CMP-03,Plant Air Compressor,Atlas Copco GA160,Fixed - support,L,Grinding / CIL Circuit,L47410,L,298.3,308.6,1570,34.8,175,0,0,0,0,0,0
232,WC-03,Water Cart,Caterpillar 773 (55 kL),Mobile - dust supp.,L,Open Pit - Stage 3,L47411,L,298.3,308.4,1408,43.1,177,0,0,0,0,0,0
233,DZ-01,Track Dozer,Caterpillar D10T2,Mobile - earthmoving,L,Open Pit - Stage 3,L47412,L,298.2,308.4,1424,47.6,179,0,0,0,0,0,0
234,FD-02,Belt Feeder,Metso belt feeder,Fixed plant - feed,L,ROM Pad,L47413,L,298.2,308.4,1512,34.9,181,0,0,0,0,0,0
235,PMP-04,Process Water Pump,Warman AH-series,Fixed - water mgmt,L,Grinding / CIL Circuit,L47414,L,298.2,308.4,1478,42.9,183,0,0,0,0,0,0
236,DR-03,Down-the-Hole Drill,Epiroc SmartROC D65,Mobile - drilling,M,Open Pit - Stage 2,M15095,M,298.1,308.3,1680,33.7,185,0,0,0,0,0,0
237,GR-02,Motor Grader,Caterpillar 16M3,Mobile - road maint.,L,Haul Road Network,L47416,L,298.1,308.3,1495,38.7,188,0,0,0,0,0,0
238,HT-04,Rigid Dump Truck,Caterpillar 793F,Mobile - hauling,M,Open Pit - Stage 2,M15097,M,298.0,308.1,1552,36.6,190,0,0,0,0,0,0
239,GEN-03,Standby Generator,Cummins C700 D5,Fixed - power,L,Maintenance Workshop,L47418,L,297.9,308.1,1393,50.3,193,0,0,0,0,0,0
240,WC-01,Water Cart,Caterpillar 777 (74 kL),Mobile - dust supp.,L,Haul Road Network,L47419,L,298.0,308.2,1611,30.6,195,0,0,0,0,0,0
241,HT-01,Rigid Dump Truck,Caterpillar 793F,Mobile - hauling,M,Open Pit - Stage 3,M15100,M,298.0,308.1,1339,51.6,197,0,0,0,0,0,0
242,PMP-03,Tailings Transfer Pump,Warman AH-series,Fixed - water mgmt,L,Tailings Storage Facility,L47421,L,298.0,308.1,1777,24.3,200,0,0,0,0,0,0
243,PMP-02,Pit Dewatering Pump,Grundfos S-series,Fixed - water mgmt,L,Open Pit - Stage 2,L47422,L,298.0,308.2,1348,58.8,202,1,0,0,0,1,0
244,WC-02,Water Cart,Caterpillar 777 (74 kL),Mobile - dust supp.,L,Haul Road Network,L47423,L,298.0,308.2,1442,44.1,204,0,0,0,0,0,0
245,EX-03,Hydraulic Excavator,Liebherr R 9200,Mobile - loading,M,Open Pit - Stage 2,M15104,M,298.0,308.2,1395,49.1,206,0,0,0,0,0,0
246,EX-03,Hydraulic Excavator,Liebherr R 9200,Mobile - loading,M,Open Pit - Stage 2,M15105,M,297.9,308.1,1627,31.4,209,0,0,0,0,0,0
247,GEN-03,Standby Generator,Cummins C700 D5,Fixed - power,L,Maintenance Workshop,L47426,L,297.9,308.1,1585,33.5,212,0,0,0,0,0,0
248,PMP-03,Tailings Transfer Pump,Warman AH-series,Fixed - water mgmt,L,Tailings Storage Facility,L47427,L,298.0,308.2,1469,45.5,214,0,0,0,0,0,0
249,SV-01,Service / Lube Truck,Isuzu FVZ service body,Mobile - field maint.,L,Haul Road Network,L47428,L,298.0,308.3,1362,56.8,216,1,0,0,0,1,0
250,PMP-04,Process Water Pump,Warman AH-series,Fixed - water mgmt,L,Grinding / CIL Circuit,L47429,L,298.0,308.3,1405,56.2,218,1,0,0,0,1,0
251,DZ-02,Wheel Dozer,Komatsu WD600-6,Mobile - earthmoving,L,ROM Pad,L47430,L,298.0,308.3,1662,32.7,0,0,0,0,0,0,0
252,EX-03,Hydraulic Excavator,Liebherr R 9200,Mobile - loading,M,Open Pit - Stage 2,M15111,M,298.0,308.2,1466,42.6,2,0,0,0,0,0,0
253,GR-02,Motor Grader,Caterpillar 16M3,Mobile - road maint.,L,Haul Road Network,L47432,L,298.0,308.2,1620,35.8,5,0,0,0,0,0,0
254,LV-06,Light Vehicle,Toyota HiLux,Mobile - light vehicle,L,Tailings Storage Facility,L47433,L,298.0,308.2,1357,48.2,7,0,0,0,0,0,0
255,LV-03,Light Vehicle,Toyota LandCruiser 79,Mobile - light vehicle,L,ROM Pad,L47434,L,298.0,308.2,1514,37.9,9,0,0,0,0,0,0
256,GEN-02,Standby Generator,Cummins C1100 D5,Fixed - power,L,Grinding / CIL Circuit,L47435,L,298.0,308.2,1489,40.4,11,0,0,0,0,0,0
257,CMP-02,Workshop Air Compressor,Atlas Copco GA75,Fixed - support,L,Maintenance Workshop,L47436,L,298.1,308.3,1331,63.0,13,0,0,0,0,0,0
258,PMP-04,Process Water Pump,Warman AH-series,Fixed - water mgmt,L,Grinding / CIL Circuit,L47437,L,298.0,308.0,1615,29.5,15,0,0,0,0,0,0
259,FD-01,Apron Feeder,Metso apron feeder,Fixed plant - feed,L,Primary Crushing Circuit,L47438,L,298.1,308.2,1482,37.9,17,0,0,0,0,0,0
260,DR-01,Rotary Blasthole Drill,Epiroc Pit Viper 271,Mobile - drilling,M,Open Pit - Stage 3,M15119,M,298.1,308.2,1420,63.9,19,1,0,0,1,0,0
261,DR-02,Rotary Blasthole Drill,Sandvik DR410i,Mobile - drilling,M,Open Pit - Stage 2,M15120,M,298.2,308.3,1522,49.1,22,0,0,0,0,0,0
262,GEN-03,Standby Generator,Cummins C700 D5,Fixed - power,L,Maintenance Workshop,L47441,L,298.1,308.2,1654,32.1,25,0,0,0,0,0,0
263,LD-02,Wheel Loader,Komatsu WA600-8,Mobile - loading,M,ROM Pad,M15122,M,298.1,308.2,1736,26.8,27,0,0,0,0,0,0
264,DR-02,Rotary Blasthole Drill,Sandvik DR410i,Mobile - drilling,M,Open Pit - Stage 2,M15123,M,298.0,308.1,1587,32.3,30,0,0,0,0,0,0
265,CMP-01,Workshop Air Compressor,Atlas Copco GA75,Fixed - support,L,Maintenance Workshop,L47444,L,298.1,308.2,1390,47.5,33,0,0,0,0,0,0
266,LV-06,Light Vehicle,Toyota HiLux,Mobile - light vehicle,L,Tailings Storage Facility,L47445,L,298.0,308.1,1454,37.1,35,0,0,0,0,0,0
267,CV-01,Overland Conveyor (1.4 km),Continental steel-cord,Fixed plant - conveying,H,Conveyor Corridor,H29680,H,298.0,308.1,1440,43.7,37,0,0,0,0,0,0
268,CMP-01,Workshop Air Compressor,Atlas Copco GA75,Fixed - support,L,Maintenance Workshop,L47447,L,297.9,308.0,1954,21.1,42,0,0,0,0,0,0
269,ML-01,Ball Mill,Outotec 7.3m,Fixed plant - grinding,H,Grinding / CIL Circuit,H29682,H,297.9,308.0,1800,24.8,44,0,0,0,0,0,0
270,DZ-01,Track Dozer,Caterpillar D10T2,Mobile - earthmoving,L,Open Pit - Stage 3,L47449,L,298.0,308.0,1524,37.0,49,0,0,0,0,0,0
271,TH-01,CIL Thickener Drive,Outotec high-rate,Fixed plant - processing,H,Grinding / CIL Circuit,H29684,H,298.0,308.0,1520,39.6,51,0,0,0,0,0,0
272,EX-01,Hydraulic Excavator,Komatsu PC2000-11,Mobile - loading,M,Open Pit - Stage 3,M15131,M,298.1,308.1,1452,40.8,56,0,0,0,0,0,0
273,FD-02,Belt Feeder,Metso belt feeder,Fixed plant - feed,L,ROM Pad,L47452,L,298.1,308.1,1484,40.4,59,0,0,0,0,0,0
274,LV-06,Light Vehicle,Toyota HiLux,Mobile - light vehicle,L,Tailings Storage Facility,L47453,L,298.1,308.0,1426,46.0,61,0,0,0,0,0,0
275,CMP-02,Workshop Air Compressor,Atlas Copco GA75,Fixed - support,L,Maintenance Workshop,L47454,L,298.1,308.0,1652,28.5,63,0,0,0,0,0,0
276,WC-02,Water Cart,Caterpillar 777 (74 kL),Mobile - dust supp.,L,Haul Road Network,L47455,L,298.0,308.0,1401,54.7,65,0,0,0,0,0,0
277,HT-04,Rigid Dump Truck,Caterpillar 793F,Mobile - hauling,M,Open Pit - Stage 2,M15136,M,298.0,307.9,1750,26.6,67,0,0,0,0,0,0
278,SC-01,Secondary Cone Crusher,Sandvik CH870i,Fixed plant - crushing,H,Primary Crushing Circuit,H29691,H,298.0,308.0,1479,50.7,70,0,0,0,0,0,0
279,EX-01,Hydraulic Excavator,Komatsu PC2000-11,Mobile - loading,M,Open Pit - Stage 3,M15138,M,298.0,308.0,1620,29.4,75,0,0,0,0,0,0
280,LV-03,Light Vehicle,Toyota LandCruiser 79,Mobile - light vehicle,L,ROM Pad,L47459,L,298.0,308.1,1819,23.4,78,0,0,0,0,0,0
281,EX-02,Hydraulic Excavator,Hitachi EX1900-6,Mobile - loading,M,Open Pit - Stage 3,M15140,M,298.1,308.1,1456,43.7,80,0,0,0,0,0,0
282,GEN-01,Standby Generator,Cummins C1100 D5,Fixed - power,L,Primary Crushing Circuit,L47461,L,298.1,308.0,1626,36.5,83,0,0,0,0,0,0
283,HT-01,Rigid Dump Truck,Caterpillar 793F,Mobile - hauling,M,Open Pit - Stage 3,M15142,M,298.1,308.1,1390,49.8,85,0,0,0,0,0,0
284,DZ-02,Wheel Dozer,Komatsu WD600-6,Mobile - earthmoving,L,ROM Pad,L47463,L,298.2,308.2,1469,43.0,88,0,0,0,0,0,0
285,PMP-02,Pit Dewatering Pump,Grundfos S-series,Fixed - water mgmt,L,Open Pit - Stage 2,L47464,L,298.2,308.3,2051,19.2,90,0,0,0,0,0,0
286,FD-01,Apron Feeder,Metso apron feeder,Fixed plant - feed,L,Primary Crushing Circuit,L47465,L,298.2,308.3,1568,36.0,92,0,0,0,0,0,0
287,WC-03,Water Cart,Caterpillar 773 (55 kL),Mobile - dust supp.,L,Open Pit - Stage 3,L47466,L,298.2,308.3,1589,33.2,94,0,0,0,0,0,0
288,SV-02,Service / Lube Truck,Isuzu FVZ service body,Mobile - field maint.,L,Maintenance Workshop,L47467,L,298.2,308.3,1805,31.6,96,0,0,0,0,0,0
289,CV-01,Overland Conveyor (1.4 km),Continental steel-cord,Fixed plant - conveying,H,Conveyor Corridor,H29702,H,298.2,308.4,1385,42.2,98,0,0,0,0,0,0
290,LV-02,Light Vehicle,Toyota LandCruiser 79,Mobile - light vehicle,L,Open Pit - Stage 2,L47469,L,298.1,308.4,1436,46.7,103,0,0,0,0,0,0
291,GEN-02,Standby Generator,Cummins C1100 D5,Fixed - power,L,Grinding / CIL Circuit,L47470,L,298.1,308.4,1438,45.6,105,0,0,0,0,0,0
292,LV-01,Light Vehicle,Toyota LandCruiser 79,Mobile - light vehicle,L,Open Pit - Stage 3,L47471,L,298.0,308.3,1473,42.6,107,0,0,0,0,0,0
293,SV-01,Service / Lube Truck,Isuzu FVZ service body,Mobile - field maint.,L,Haul Road Network,L47472,L,298.1,308.4,1335,40.2,109,0,0,0,0,0,0
294,PC-01,Primary Jaw Crusher,Metso Nordberg C160,Fixed plant - crushing,H,Primary Crushing Circuit,H29707,H,298.1,308.5,1392,44.8,111,0,0,0,0,0,0
295,EX-02,Hydraulic Excavator,Hitachi EX1900-6,Mobile - loading,M,Open Pit - Stage 3,M15154,M,298.1,308.5,1372,51.1,116,0,0,0,0,0,0
296,DR-02,Rotary Blasthole Drill,Sandvik DR410i,Mobile - drilling,M,Open Pit - Stage 2,M15155,M,298.1,308.6,1716,30.7,119,0,0,0,0,0,0
297,LV-02,Light Vehicle,Toyota LandCruiser 79,Mobile - light vehicle,L,Open Pit - Stage 2,L47476,L,298.0,308.5,1395,46.2,122,0,0,0,0,0,0
298,SV-01,Service / Lube Truck,Isuzu FVZ service body,Mobile - field maint.,L,Haul Road Network,L47477,L,298.0,308.5,1713,25.3,124,0,0,0,0,0,0
299,TH-01,CIL Thickener Drive,Outotec high-rate,Fixed plant - processing,H,Grinding / CIL Circuit,H29712,H,297.9,308.5,2129,18.7,126,0,0,0,0,0,0
300,HT-04,Rigid Dump Truck,Caterpillar 793F,Mobile - hauling,M,Open Pit - Stage 2,M15159,M,297.8,308.3,1567,35.6,131,0,0,0,0,0,0
301,WC-01,Water Cart,Caterpillar 777 (74 kL),Mobile - dust supp.,L,Haul Road Network,L47480,L,297.8,308.4,1622,38.3,134,0,0,0,0,0,0
302,WC-04,Water Cart,Caterpillar 773 (55 kL),Mobile - dust supp.,L,Open Pit - Stage 2,L47481,L,297.7,308.4,1740,27.1,136,0,0,0,0,0,0
303,PC-01,Primary Jaw Crusher,Metso Nordberg C160,Fixed plant - crushing,H,Primary Crushing Circuit,H29716,H,297.8,308.4,1512,35.1,138,0,0,0,0,0,0
304,LD-01,Wheel Loader,Caterpillar 992K,Mobile - loading,M,ROM Pad,M15163,M,297.8,308.4,1479,43.5,143,0,0,0,0,0,0
305,LV-04,Light Vehicle,Toyota LandCruiser 79,Mobile - light vehicle,L,Maintenance Workshop,L47484,L,297.8,308.4,1737,27.5,146,0,0,0,0,0,0
306,GR-02,Motor Grader,Caterpillar 16M3,Mobile - road maint.,L,Haul Road Network,L47485,L,297.8,308.4,2129,19.2,148,0,0,0,0,0,0
307,WC-01,Water Cart,Caterpillar 777 (74 kL),Mobile - dust supp.,L,Haul Road Network,L47486,L,297.8,308.4,1374,47.1,150,0,0,0,0,0,0
308,DR-03,Down-the-Hole Drill,Epiroc SmartROC D65,Mobile - drilling,M,Open Pit - Stage 2,M15167,M,297.8,308.4,1579,36.6,152,0,0,0,0,0,0
309,GR-02,Motor Grader,Caterpillar 16M3,Mobile - road maint.,L,Haul Road Network,L47488,L,297.9,308.5,1305,47.2,155,0,0,0,0,0,0
310,LD-02,Wheel Loader,Komatsu WA600-8,Mobile - loading,M,ROM Pad,M15169,M,297.9,308.5,1449,40.8,157,0,0,0,0,0,0
311,CV-01,Overland Conveyor (1.4 km),Continental steel-cord,Fixed plant - conveying,H,Conveyor Corridor,H29724,H,298.0,308.6,1526,41.8,160,0,0,0,0,0,0
312,DR-02,Rotary Blasthole Drill,Sandvik DR410i,Mobile - drilling,M,Open Pit - Stage 2,M15171,M,298.0,308.6,1453,44.1,165,0,0,0,0,0,0
313,WC-02,Water Cart,Caterpillar 777 (74 kL),Mobile - dust supp.,L,Haul Road Network,L47492,L,297.9,308.6,1468,36.0,168,0,0,0,0,0,0
314,WC-01,Water Cart,Caterpillar 777 (74 kL),Mobile - dust supp.,L,Haul Road Network,L47493,L,298.0,308.6,1313,50.8,170,0,0,0,0,0,0
315,HT-05,Rigid Dump Truck,Komatsu HD785-8,Mobile - hauling,M,Open Pit - Stage 2,M15174,M,297.9,308.5,1300,53.0,172,0,0,0,0,0,0
316,PMP-04,Process Water Pump,Warman AH-series,Fixed - water mgmt,L,Grinding / CIL Circuit,L47495,L,297.9,308.4,1646,40.6,175,0,0,0,0,0,0
317,FD-02,Belt Feeder,Metso belt feeder,Fixed plant - feed,L,ROM Pad,L47496,L,297.8,308.4,1714,33.2,177,0,0,0,0,0,0
318,GR-02,Motor Grader,Caterpillar 16M3,Mobile - road maint.,L,Haul Road Network,L47497,L,297.8,308.4,1685,28.4,179,0,0,0,0,0,0
319,GEN-03,Standby Generator,Cummins C700 D5,Fixed - power,L,Maintenance Workshop,L47498,L,297.8,308.4,1512,39.9,181,0,0,0,0,0,0
320,FD-02,Belt Feeder,Metso belt feeder,Fixed plant - feed,L,ROM Pad,L47499,L,297.8,308.4,1612,32.1,183,0,0,0,0,0,0
321,CV-01,Overland Conveyor (1.4 km),Continental steel-cord,Fixed plant - conveying,H,Conveyor Corridor,H29734,H,297.8,308.4,1550,38.2,185,0,0,0,0,0,0
322,GR-01,Motor Grader,Caterpillar 16M3,Mobile - road maint.,L,Haul Road Network,L47501,L,297.8,308.4,1518,32.5,190,0,0,0,0,0,0
323,SV-01,Service / Lube Truck,Isuzu FVZ service body,Mobile - field maint.,L,Haul Road Network,L47502,L,297.8,308.5,1448,40.0,192,0,0,0,0,0,0
324,LV-01,Light Vehicle,Toyota LandCruiser 79,Mobile - light vehicle,L,Open Pit - Stage 3,L47503,L,297.8,308.5,1561,46.3,194,0,0,0,0,0,0
